"CASEID","D104","D108","D111","V012","V024","V025","V131","V149","V136","V190","V155","S119"
"      359101201  2",0,0,0,43,15,1,10,5,4,4,2,10
"      359105001  3",NA,NA,NA,27,15,1,10,5,7,5,2,10
"      359105001  6",0,0,0,25,15,1,10,5,7,5,2,10
"      359105101  2",1,0,1,39,15,1,10,4,5,4,2,10
"      359105701  1",1,0,0,33,15,1,10,5,6,3,2,10
"      359106801  2",0,0,1,49,15,1,10,3,2,3,2,10
"      359110001  1",NA,NA,NA,46,15,1,10,5,1,5,2,10
"      359112201  2",0,0,0,36,15,1,10,5,4,5,2,10
"      359113001  1",1,0,0,23,15,1,10,4,3,3,2,10
"      359201601  1",1,1,0,41,15,1,10,5,2,1,2,10
"      359201601  2",NA,NA,NA,13,15,1,10,2,2,1,2,10
"      359202301  2",0,0,0,31,15,1,10,5,4,4,2,10
"      359204001  3",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      359204001  6",0,0,0,31,15,1,10,5,7,5,2,10
"      359204701  1",0,0,0,32,15,1,10,5,5,3,2,10
"      359206401  3",NA,NA,NA,22,15,1,10,5,5,3,2,10
"      359210001  1",1,0,0,29,15,1,10,3,4,1,2,10
"      359210101  1",0,0,0,41,15,1,10,4,6,2,2,10
"      359210101  2",NA,NA,NA,21,15,1,10,4,6,2,2,10
"      359210501  2",0,0,0,27,15,1,10,2,7,3,2,10
"      359210501  5",NA,NA,NA,42,15,1,10,3,7,3,2,10
"      359211501  5",0,0,0,20,15,1,10,4,6,2,2,10
"      359305901  2",0,0,0,32,15,1,10,5,4,3,2,10
"      359308702  2",1,0,0,24,15,1,10,4,4,2,2,10
"      359309501  2",0,0,0,29,15,1,10,5,4,5,2,10
"      359313101  1",1,0,1,29,15,1,10,4,2,4,2,10
"      359315201  4",0,0,0,38,15,1,10,5,8,5,2,10
"      359316701  2",0,1,1,48,15,1,10,2,4,2,2,10
"      359318101  4",NA,NA,NA,39,15,1,10,5,10,4,2,10
"      359318101  6",NA,NA,NA,33,15,1,10,5,10,4,2,10
"      359400601  1",1,1,1,37,15,1,10,5,3,3,2,10
"      359401301  2",0,0,0,26,15,1,10,3,6,1,2,10
"      359402901  1",0,0,0,39,15,1,10,1,4,4,0,10
"      359403901  2",0,0,0,37,15,1,10,4,3,2,2,10
"      359404001  2",1,0,0,29,15,1,10,5,3,3,2,10
"      359404501  2",1,0,1,42,15,1,10,3,7,3,2,1
"      359404501  5",NA,NA,NA,25,15,1,10,5,7,3,2,10
"      359406101  2",0,0,0,30,15,1,10,5,5,2,2,10
"      359406301  1",1,0,1,39,15,1,10,5,4,3,2,10
"      359503301  1",1,1,1,33,15,1,10,4,4,4,2,10
"      359507201  4",NA,NA,NA,29,15,1,10,5,9,3,2,10
"      359507201  5",NA,NA,NA,36,15,1,10,4,9,3,2,10
"      359507201  7",NA,NA,NA,33,15,1,10,4,9,3,2,10
"      359510001  2",0,0,0,28,15,1,10,5,3,4,2,10
"      359510701  4",NA,NA,NA,25,15,1,10,5,12,4,2,10
"      359510701  6",NA,NA,NA,37,15,1,10,3,12,4,2,10
"      359510701  7",NA,NA,NA,18,15,1,10,4,12,4,2,10
"      359510701  8",NA,NA,NA,15,15,1,10,3,12,4,2,10
"      359510701  9",0,0,0,29,15,1,10,4,12,4,2,10
"      359511901  2",0,0,0,35,15,1,10,5,4,3,2,10
"      359513901  4",NA,NA,NA,20,15,1,10,5,7,4,2,10
"      359513901  5",NA,NA,NA,32,15,1,10,5,7,4,2,10
"      359602201  1",0,0,0,30,15,1,10,4,6,2,2,10
"      359605801  1",NA,NA,NA,32,15,1,10,5,3,1,2,1
"      359607701  1",0,0,0,23,15,1,10,4,3,2,2,10
"      359609001  2",0,0,0,35,15,1,10,5,5,2,2,10
"      359612101  2",0,0,0,23,15,1,10,5,3,3,2,10
"      359613001  4",NA,NA,NA,12,15,1,10,2,4,3,2,10
"      359701601  2",0,0,0,42,15,1,10,5,5,5,2,10
"      359704601  4",NA,NA,NA,29,15,1,10,4,9,5,2,10
"      359704601  8",1,0,1,24,15,1,10,5,9,5,2,10
"      359704901  2",0,0,1,35,15,1,10,4,4,3,2,10
"      359705701  2",0,0,0,35,15,1,10,5,6,4,2,10
"      359706101  4",NA,NA,NA,34,15,1,10,5,5,4,2,10
"      359706501  1",1,0,0,37,15,1,10,4,3,5,2,10
"      359706601  1",0,0,0,42,15,1,10,5,4,4,2,10
"      359706601  2",NA,NA,NA,12,15,1,10,2,4,4,2,10
"      359707001  1",NA,NA,NA,NA,15,1,NA,NA,NA,4,NA,NA
"      359801801  3",0,0,0,21,15,1,10,4,4,3,2,10
"      359805501  2",NA,NA,NA,NA,15,1,NA,NA,NA,4,NA,NA
"      359811601  2",NA,NA,NA,46,15,1,10,5,7,5,2,10
"      359811601  3",0,0,0,24,15,1,10,5,7,5,2,10
"      359811601  5",NA,NA,NA,17,15,1,10,4,7,5,2,10
"      359812001  5",NA,NA,NA,39,15,1,10,3,15,4,2,10
"      359812001  6",NA,NA,NA,19,15,1,10,5,15,4,2,10
"      359812001 11",NA,NA,NA,35,15,1,10,4,15,4,2,10
"      359812001 13",NA,NA,NA,14,15,1,10,3,15,4,2,10
"      359812002  1",NA,NA,NA,46,15,1,10,3,7,3,2,10
"      359812002  2",0,0,0,23,15,1,10,4,7,3,2,10
"      359812002  4",NA,NA,NA,30,15,1,10,3,7,3,2,10
"      359812002  6",NA,NA,NA,12,15,1,10,1,7,3,1,10
"      359812901  2",1,0,0,38,15,1,10,5,4,3,2,10
"      359813201  2",1,1,1,34,15,1,10,4,4,3,2,10
"      359814201  1",0,0,1,38,15,1,10,2,3,2,2,10
"      359814202  2",0,0,0,20,15,1,10,4,3,1,2,10
"      359815701  1",0,0,1,43,15,1,10,2,9,3,2,10
"      359815701  4",NA,NA,NA,18,15,1,10,3,9,3,2,10
"      359901501  3",0,0,0,30,15,1,10,5,8,5,2,10
"      359901501  8",NA,NA,NA,14,15,1,10,3,8,5,2,10
"      359902102  2",1,0,1,33,15,1,10,4,4,3,2,10
"      359902201  3",NA,NA,NA,27,15,1,10,5,9,4,2,10
"      359902201  7",0,0,0,23,15,1,10,4,9,4,2,10
"      359903201  1",NA,NA,NA,35,15,1,10,5,3,4,2,10
"      359904001  2",NA,NA,NA,47,15,1,10,5,6,4,2,10
"      359904001  3",NA,NA,NA,20,15,1,10,5,6,4,2,10
"      359904001  4",NA,NA,NA,19,15,1,10,5,6,4,2,10
"      359904001  5",NA,NA,NA,26,15,1,10,5,6,4,2,10
"      359904301  5",0,0,0,28,15,1,10,5,9,5,2,10
"      359904301  8",NA,NA,NA,24,15,1,10,5,9,5,2,10
"      359905401  3",NA,NA,NA,18,15,1,10,5,3,3,2,10
"      359905402  2",0,0,0,45,15,1,10,5,2,4,2,10
"      359905801  2",NA,NA,NA,17,15,1,10,5,6,4,2,10
"      359905801  3",NA,NA,NA,12,15,1,10,2,6,4,2,10
"      359905801  5",NA,NA,NA,23,15,1,10,4,6,4,2,10
"      359905901  3",0,0,0,31,15,1,10,5,5,5,2,10
"      360000101  1",1,0,1,46,15,1,10,2,4,2,2,10
"      360000601  1",1,0,1,23,15,1,10,5,2,2,2,10
"      360000901  2",0,0,0,24,15,1,10,3,4,2,2,10
"      360002701  2",0,0,0,36,15,1,10,1,5,1,0,1
"      360002701  3",NA,NA,NA,13,15,1,10,2,5,1,2,10
"      360105901  1",0,0,0,30,15,2,10,4,4,2,2,1
"      360106001  2",0,0,1,38,15,2,1,1,4,2,1,1
"      360106101  2",0,0,0,35,15,2,10,2,2,2,2,1
"      360106201  2",0,0,0,30,15,2,1,1,4,1,1,1
"      360106201  3",NA,NA,NA,13,15,2,1,3,4,1,2,1
"      360106301  2",1,0,0,37,15,2,10,3,4,2,2,1
"      360106401  2",0,0,0,34,15,2,10,4,3,2,2,10
"      360106501  2",1,1,1,26,15,2,10,5,5,1,2,10
"      360106501  3",NA,NA,NA,32,15,2,10,3,5,1,2,10
"      360106601  2",0,0,0,39,15,2,10,4,6,2,2,1
"      360106701  1",0,0,0,29,15,2,10,5,3,3,2,10
"      360112101  2",0,0,0,27,15,2,1,3,4,2,2,1
"      360112201  2",0,0,0,33,15,2,1,1,4,1,0,1
"      360112301  2",0,0,0,26,15,2,10,2,4,2,2,1
"      360112501  2",1,0,0,29,15,2,10,1,4,2,2,1
"      360200101  3",0,0,0,18,15,2,10,4,4,1,2,10
"      360200201  2",0,0,0,28,15,2,10,4,4,1,2,10
"      360200301  4",0,0,0,28,15,2,10,4,6,1,2,10
"      360200401  2",0,0,0,28,15,2,10,4,3,1,2,10
"      360201501  2",1,0,0,22,15,2,10,4,3,1,2,10
"      360201601  1",0,0,1,31,15,2,10,4,4,1,2,10
"      360201701  1",0,0,0,34,15,2,10,1,3,1,2,10
"      360201801  2",NA,NA,NA,37,15,2,10,3,4,1,2,10
"      360201801  4",NA,NA,NA,16,15,2,10,3,4,1,2,10
"      360212101  4",0,0,0,31,15,2,10,2,11,1,2,10
"      360212101 10",NA,NA,NA,25,15,2,10,3,11,1,2,10
"      360212201  2",0,0,0,28,15,2,10,4,4,1,2,10
"      360212301  1",0,0,0,37,15,2,10,5,6,1,2,10
"      360303101  2",1,0,0,31,15,2,10,3,7,2,2,10
"      360303301  1",1,1,1,39,15,2,10,3,2,2,2,10
"      360303401  2",0,0,0,29,15,2,10,3,5,2,2,1
"      360303501  5",0,0,0,20,15,2,10,2,11,1,2,10
"      360303501  9",NA,NA,NA,16,15,2,10,3,11,1,2,10
"      360303701  1",NA,NA,NA,47,15,2,10,0,7,2,0,1
"      360303701  4",NA,NA,NA,18,15,2,10,3,7,2,2,10
"      360303701  5",NA,NA,NA,13,15,2,10,2,7,2,2,10
"      360303701  6",NA,NA,NA,22,15,2,10,4,7,2,2,10
"      360305301  2",1,0,1,42,15,2,10,3,5,3,2,10
"      360305301  3",NA,NA,NA,16,15,2,10,3,5,3,2,10
"      360305401  2",0,0,0,36,15,2,10,2,6,2,2,10
"      360305401  3",NA,NA,NA,13,15,2,10,3,6,2,2,10
"      360305501  1",0,0,0,40,15,2,10,1,5,2,1,10
"      360305501  2",NA,NA,NA,NA,15,2,NA,NA,NA,2,NA,NA
"      360305501  3",NA,NA,NA,NA,15,2,NA,NA,NA,2,NA,NA
"      360308301  2",0,0,0,48,15,2,10,4,3,2,2,10
"      360308601  3",1,0,0,28,15,2,10,4,4,2,2,10
"      360400601  3",0,0,0,28,15,2,10,4,6,1,2,10
"      360403101  2",0,0,0,42,15,2,10,5,5,1,2,10
"      360403701  2",0,0,0,43,15,2,10,5,6,2,2,10
"      360404701  2",1,1,1,30,15,2,10,2,6,1,2,10
"      360404901  2",0,0,0,35,15,2,10,3,5,1,2,10
"      360406201  2",0,0,1,39,15,2,10,5,5,2,2,10
"      360406601  1",0,0,0,30,15,2,10,4,5,2,2,10
"      360407001  2",1,0,1,28,15,2,10,5,4,1,2,10
"      360407301  1",0,0,0,49,15,2,1,5,5,1,2,10
"      360407801  1",1,0,1,29,15,2,10,5,2,2,2,10
"      360501101  2",NA,NA,NA,19,15,2,10,4,5,4,2,10
"      360501101  3",NA,NA,NA,26,15,2,10,5,5,4,2,10
"      360501201  1",0,0,0,25,15,2,10,5,3,4,2,10
"      360501301  3",NA,NA,NA,27,15,2,10,5,5,3,2,10
"      360501401  1",NA,NA,NA,44,15,2,10,5,6,3,2,10
"      360501401  4",NA,NA,NA,21,15,2,10,5,6,3,2,10
"      360501401  5",NA,NA,NA,18,15,2,10,4,6,3,2,10
"      360501501  2",0,0,0,41,15,2,10,3,5,3,2,1
"      360501501  5",NA,NA,NA,19,15,2,10,4,5,3,2,10
"      360504101  2",0,0,0,32,15,2,10,5,4,3,2,10
"      360504201  2",0,0,0,43,15,2,10,5,8,2,2,10
"      360504201  3",NA,NA,NA,NA,15,2,NA,NA,NA,2,NA,NA
"      360504201  5",NA,NA,NA,21,15,2,10,5,8,2,2,10
"      360504301  1",0,0,0,48,15,2,10,4,3,2,2,10
"      360509501  6",NA,NA,NA,38,15,2,10,5,9,5,2,10
"      360509501  8",NA,NA,NA,23,15,2,10,4,9,5,2,10
"      360509601  2",NA,NA,NA,43,15,2,10,4,5,3,2,10
"      360509601  4",NA,NA,NA,23,15,2,10,5,5,3,2,10
"      360509701  2",0,0,0,43,15,2,10,4,6,3,2,10
"      360509701  3",NA,NA,NA,16,15,2,10,4,6,3,2,10
"      360604601  5",NA,NA,NA,36,15,2,10,3,6,1,2,10
"      360604701  2",0,0,0,41,15,2,10,3,4,2,2,10
"      360604801  2",1,0,0,24,15,2,10,5,3,2,2,10
"      360604901  2",0,0,0,44,15,2,10,1,5,1,1,10
"      360604901  4",NA,NA,NA,12,15,2,10,2,5,1,2,10
"      360609901  2",0,0,0,26,15,2,10,5,3,1,2,10
"      360610001  4",0,0,0,27,15,2,10,5,4,2,2,10
"      360610201  2",NA,NA,NA,48,15,2,10,1,14,2,1,1
"      360610201  5",NA,NA,NA,14,15,2,10,3,14,2,2,10
"      360610201  6",NA,NA,NA,12,15,2,10,1,14,2,2,10
"      360610201  7",0,0,0,31,15,2,10,2,14,2,2,10
"      360610201  8",NA,NA,NA,16,15,2,1,3,14,2,2,10
"      360610201 10",NA,NA,NA,12,15,2,10,3,14,2,2,10
"      360610201 11",NA,NA,NA,26,15,2,10,4,14,2,2,10
"      360610301  2",0,0,0,23,15,2,10,5,4,2,2,10
"      360612701  2",0,0,0,39,15,2,10,4,4,1,2,10
"      360612801  1",NA,NA,NA,41,15,2,10,4,3,1,2,10
"      360612801  2",NA,NA,NA,15,15,2,10,3,3,1,2,10
"      360612901  2",0,0,0,37,15,2,10,4,3,1,2,10
"      360613001  2",0,0,0,29,15,2,10,5,4,1,2,10
"      360700601  2",NA,NA,NA,34,16,1,10,4,5,2,2,10
"      360700601  5",NA,NA,NA,14,16,1,10,3,5,2,2,10
"      360703901  2",NA,NA,NA,27,16,1,10,4,6,3,2,10
"      360703901  4",NA,NA,NA,19,16,1,10,5,6,3,2,10
"      360703901  5",NA,NA,NA,28,16,1,10,4,6,3,2,10
"      360708101  2",NA,NA,NA,25,16,1,10,5,3,2,2,10
"      360708601  2",NA,NA,NA,16,16,1,10,3,12,1,2,10
"      360708601  4",0,0,0,27,16,1,10,3,12,1,2,10
"      360708601  9",NA,NA,NA,25,16,1,10,4,12,1,2,10
"      360717901  2",1,0,0,45,16,1,10,3,3,2,2,10
"      360717901  3",NA,NA,NA,14,16,1,10,3,3,2,2,10
"      360720201  2",NA,NA,NA,16,16,1,10,3,12,2,2,10
"      360720201  3",NA,NA,NA,13,16,1,10,1,12,2,1,10
"      360720201  5",NA,NA,NA,25,16,1,10,3,12,2,2,10
"      360720201  8",NA,NA,NA,28,16,1,10,3,12,2,2,10
"      360720701  4",0,0,0,34,16,1,10,5,11,2,2,10
"      360720701  9",NA,NA,NA,30,16,1,10,3,11,2,2,10
"      360801601  2",0,0,0,23,16,1,10,4,3,4,2,10
"      360803501  2",0,0,0,49,16,1,10,3,8,3,2,10
"      360803501  5",NA,NA,NA,14,16,1,10,3,8,3,2,10
"      360803501  6",NA,NA,NA,23,16,1,10,5,8,3,2,10
"      360805101  2",NA,NA,NA,36,16,1,10,4,4,2,2,10
"      360805101  3",NA,NA,NA,30,16,1,10,4,4,2,2,10
"      360806101  5",1,0,0,22,16,1,10,4,6,4,2,10
"      360811701  3",NA,NA,NA,39,16,1,10,2,6,2,2,10
"      360811701  5",NA,NA,NA,34,16,1,10,2,6,2,2,10
"      360812501  2",NA,NA,NA,NA,16,1,NA,NA,NA,4,NA,NA
"      360815601  2",NA,NA,NA,16,16,1,10,3,7,1,2,10
"      360815601  6",0,0,1,21,16,1,10,4,7,1,2,10
"      360901801  2",NA,NA,NA,NA,16,1,NA,NA,NA,5,NA,NA
"      360901801  5",NA,NA,NA,16,16,1,10,2,5,5,2,10
"      360902201  2",NA,NA,NA,28,16,1,10,2,7,2,2,10
"      360902201  7",NA,NA,NA,38,16,1,10,4,7,2,2,10
"      360912101  2",0,0,0,36,16,1,10,4,7,4,2,10
"      360912101  3",NA,NA,NA,14,16,1,10,3,7,4,2,10
"      360913201  2",1,1,1,25,16,1,10,5,3,4,2,10
"      360913401  2",0,0,0,29,16,1,10,5,3,4,2,10
"      360914001  3",0,0,0,37,16,1,10,5,3,2,2,10
"      360916801  3",NA,NA,NA,22,16,1,10,4,3,4,2,10
"      361000701  4",0,0,0,33,16,1,10,5,5,4,2,10
"      361002001  2",NA,NA,NA,27,16,1,10,5,6,3,2,10
"      361002001  3",NA,NA,NA,25,16,1,10,5,6,3,2,10
"      361002001  4",NA,NA,NA,37,16,1,10,5,6,3,2,10
"      361004301  2",NA,NA,NA,30,16,1,10,5,3,3,2,10
"      361004401  2",1,0,1,26,16,1,10,4,4,3,2,10
"      361007001  4",0,0,0,36,16,1,10,4,9,3,2,10
"      361007001  8",NA,NA,NA,14,16,1,10,2,9,3,2,10
"      361007002  2",NA,NA,NA,NA,16,1,NA,NA,NA,3,NA,NA
"      361007401  2",NA,NA,NA,48,16,1,10,5,5,4,2,10
"      361007401  3",NA,NA,NA,20,16,1,10,5,5,4,2,10
"      361007401  4",NA,NA,NA,17,16,1,10,4,5,4,2,10
"      361008301  2",1,0,0,37,16,1,10,5,3,4,2,10
"      361008601  2",0,0,0,30,16,1,10,5,4,3,2,10
"      361010301  2",NA,NA,NA,NA,16,1,NA,NA,NA,4,NA,NA
"      361101301  3",NA,NA,NA,24,16,1,10,5,5,4,2,10
"      361101301  4",NA,NA,NA,22,16,1,10,4,5,4,2,10
"      361101901  2",1,0,1,29,16,1,10,5,4,3,2,10
"      361101901  3",NA,NA,NA,12,16,1,10,2,4,3,2,10
"      361101903  1",0,0,0,25,16,1,10,4,2,4,2,10
"      361105701  3",NA,NA,NA,37,16,1,10,5,3,3,2,10
"      361106501  1",NA,NA,NA,NA,16,1,NA,NA,NA,4,NA,NA
"      361106501  2",NA,NA,NA,15,16,1,10,3,4,4,2,10
"      361107401  3",0,0,1,22,16,1,10,4,5,3,2,10
"      361200801  2",NA,NA,NA,21,16,1,10,5,5,3,2,10
"      361200801  3",0,0,0,28,16,1,10,5,5,3,2,10
"      361202401  3",NA,NA,NA,21,16,1,10,4,4,2,2,10
"      361203301  1",0,0,0,34,16,1,10,4,4,2,2,10
"      361203301  2",NA,NA,NA,16,16,1,10,4,4,2,2,10
"      361203801  3",0,0,1,31,16,1,10,5,6,2,2,10
"      361210401  2",0,0,0,38,16,1,10,5,5,5,2,10
"      361212601  3",NA,NA,NA,32,16,1,10,4,6,2,2,10
"      361212601  4",NA,NA,NA,15,16,1,10,3,6,2,2,10
"      361213001  2",0,0,0,40,16,1,10,5,4,3,2,10
"      361213001  3",NA,NA,NA,13,16,1,10,3,4,3,2,10
"      361216301  2",1,0,0,41,16,1,10,5,3,3,2,10
"      361303702  2",0,0,0,38,16,1,10,5,3,3,2,10
"      361303703  2",0,0,0,28,16,1,10,5,3,3,2,10
"      361304001  3",NA,NA,NA,16,16,1,10,3,4,2,2,10
"      361304002  2",0,0,0,22,16,1,10,4,3,2,2,10
"      361304301  1",0,0,0,27,16,1,10,5,3,3,2,10
"      361308701  2",0,0,0,32,16,1,10,3,3,1,2,10
"      361308702  2",0,0,0,32,16,1,10,3,6,1,2,10
"      361308901  2",0,0,0,30,16,1,10,3,4,3,2,10
"      361309301  3",1,0,0,40,16,1,10,5,4,2,2,10
"      361311701  2",0,0,0,29,16,1,10,4,4,2,2,10
"      361314301  2",1,1,1,35,16,1,10,5,4,2,2,10
"      361401101  2",0,0,0,32,16,1,10,4,4,3,2,10
"      361406201  5",0,0,0,28,16,1,10,3,8,2,2,10
"      361406201  8",NA,NA,NA,12,16,1,10,1,8,2,0,10
"      361406301  3",1,0,1,25,16,1,10,4,6,3,2,10
"      361407601  3",NA,NA,NA,43,16,1,10,5,7,3,2,10
"      361407601  5",0,0,0,37,16,1,10,5,7,3,2,10
"      361407601  6",NA,NA,NA,13,16,1,10,3,7,3,2,10
"      361408801  2",NA,NA,NA,37,16,1,10,4,5,2,2,10
"      361408801  3",NA,NA,NA,15,16,1,10,3,5,2,2,10
"      361409001  3",NA,NA,NA,37,16,1,10,4,7,2,2,10
"      361409001  5",NA,NA,NA,17,16,1,10,3,7,2,2,10
"      361409001  6",NA,NA,NA,13,16,1,10,3,7,2,2,10
"      361409601  2",0,0,0,34,16,1,10,4,5,2,2,10
"      361500101  2",0,0,0,17,16,1,10,3,4,2,2,10
"      361502001  1",NA,NA,NA,35,16,1,10,3,4,2,2,10
"      361502001  2",NA,NA,NA,15,16,1,10,3,4,2,2,10
"      361506901  2",1,0,0,27,16,1,10,3,4,2,2,10
"      361508101  1",0,0,0,40,16,1,10,3,5,1,2,10
"      361508101  3",NA,NA,NA,12,16,1,10,2,5,1,2,10
"      361512401  2",NA,NA,NA,30,16,1,10,2,7,1,2,10
"      361512401  3",NA,NA,NA,16,16,1,10,3,7,1,2,10
"      361512801  2",0,0,0,30,16,1,10,3,5,1,2,10
"      361513001  2",0,0,0,35,16,1,10,2,5,2,2,10
"      361514901  2",0,0,0,40,16,1,10,3,4,2,2,10
"      361514901  3",NA,NA,NA,15,16,1,10,3,4,2,2,10
"      361518401  2",0,0,0,32,16,1,10,4,5,2,2,10
"      361601401  2",0,0,0,41,16,1,10,4,4,2,2,10
"      361603401  2",NA,NA,NA,45,16,1,10,2,6,1,2,10
"      361603401  5",NA,NA,NA,16,16,1,10,3,6,1,2,10
"      361603801  2",NA,NA,NA,34,16,1,10,5,5,2,2,10
"      361603801  5",0,0,0,17,16,1,10,3,5,2,2,10
"      361604401  5",1,0,1,28,16,1,10,5,8,3,2,10
"      361605601  2",0,0,0,42,16,1,10,4,5,2,2,10
"      361606901  3",NA,NA,NA,32,16,1,10,3,11,2,2,10
"      361606901  7",0,0,0,22,16,1,10,3,11,2,2,10
"      361606901  9",NA,NA,NA,27,16,1,10,3,11,2,2,10
"      361607601  3",1,1,1,46,16,1,10,5,5,4,2,10
"      361608201  2",0,0,0,33,16,1,10,5,4,2,2,10
"      361608501  2",0,0,0,38,16,1,10,3,8,2,2,10
"      361608501  4",NA,NA,NA,13,16,1,10,3,8,2,2,10
"      361609501  3",0,0,0,37,16,1,10,4,6,2,2,10
"      361703601  2",0,0,0,27,16,1,10,3,4,1,2,10
"      361704601  2",0,0,0,37,16,1,10,4,5,2,2,10
"      361704601  4",NA,NA,NA,12,16,1,10,2,5,2,2,10
"      361707001  2",0,0,1,39,16,1,10,2,6,1,2,10
"      361707001  3",NA,NA,NA,12,16,1,10,1,6,1,2,10
"      361708701  2",1,0,1,36,16,1,10,4,5,2,2,10
"      361711801  2",0,0,0,27,16,1,10,5,4,2,2,10
"      361712101  2",0,0,1,30,16,1,10,2,4,2,2,10
"      361714201  2",NA,NA,NA,30,16,1,10,1,5,2,2,10
"      361714201  5",NA,NA,NA,16,16,1,10,3,5,2,2,10
"      361714501  2",0,0,0,28,16,1,10,4,7,2,2,10
"      361802102  2",0,0,0,21,16,1,10,3,4,1,2,10
"      361802103  2",0,0,0,23,16,1,10,4,2,1,2,10
"      361803201  1",NA,NA,NA,41,16,1,10,4,7,3,2,10
"      361803201  5",0,0,0,22,16,1,10,5,7,3,2,10
"      361803701  2",0,0,0,44,16,1,10,5,6,4,2,10
"      361805001  2",1,0,0,23,16,1,10,4,4,3,2,10
"      361808401  2",0,0,0,38,16,1,10,4,6,2,2,10
"      361814101  4",0,0,0,19,16,1,10,3,7,1,2,10
"      361905501  1",1,0,1,36,16,1,10,5,4,3,2,10
"      361906701  4",NA,NA,NA,12,16,1,10,2,6,2,2,10
"      361907501  5",1,0,1,22,16,1,10,3,6,3,2,10
"      361909401  2",1,0,0,36,16,1,10,4,4,3,2,10
"      361913101  2",0,0,0,32,16,1,10,4,5,2,2,10
"      361916201  2",NA,NA,NA,30,16,1,10,5,5,2,2,10
"      361917501  2",1,0,0,24,16,1,10,5,4,4,2,10
"      361918001  2",0,0,0,30,16,1,10,3,5,1,2,10
"      361918001  4",NA,NA,NA,13,16,1,10,2,5,1,2,10
"      362000201  2",NA,NA,NA,35,16,2,8,1,9,1,3,8
"      362000201  4",NA,NA,NA,16,16,2,8,3,9,1,2,8
"      362000201  9",NA,NA,NA,14,16,2,8,2,9,1,3,8
"      362000301  2",NA,NA,NA,35,16,2,8,0,10,1,3,8
"      362000301  5",NA,NA,NA,14,16,2,8,1,10,1,2,8
"      362000401  2",0,0,0,19,16,2,8,0,5,1,3,8
"      362000501  2",0,0,0,46,16,2,8,0,10,1,3,8
"      362000501  4",NA,NA,NA,14,16,2,8,0,10,1,3,8
"      362000501  8",NA,NA,NA,16,16,2,8,0,10,1,3,8
"      362000601  2",0,0,0,22,16,2,8,2,5,1,3,8
"      362007201  2",0,0,1,27,16,2,8,3,7,1,2,8
"      362007301  2",0,0,0,25,16,2,8,3,3,1,2,8
"      362007401  2",0,0,0,37,16,2,8,3,7,1,2,8
"      362007501  2",0,0,0,30,16,2,8,3,4,1,2,8
"      362007601  2",0,0,0,36,16,2,8,3,6,1,2,8
"      362012201  2",0,0,0,32,16,2,8,3,7,1,2,8
"      362012201  3",NA,NA,NA,13,16,2,8,2,7,1,3,8
"      362012301  2",NA,NA,NA,30,16,2,8,0,8,1,3,8
"      362012401  2",NA,NA,NA,37,16,2,8,1,8,1,3,8
"      362012401  5",NA,NA,NA,35,16,2,8,4,8,1,2,8
"      362012401  7",NA,NA,NA,25,16,2,8,0,8,1,3,8
"      362012601  2",0,0,0,27,16,2,8,3,5,1,2,8
"      362100301  2",0,0,0,42,16,2,9,0,5,1,0,9
"      362100301  4",NA,NA,NA,NA,16,2,NA,NA,NA,1,NA,NA
"      362100401  2",0,0,0,40,16,2,9,1,7,1,2,9
"      362100401  3",NA,NA,NA,14,16,2,9,2,7,1,2,9
"      362100501  2",0,0,0,48,16,2,9,1,6,1,1,9
"      362103501  2",0,0,0,32,16,2,9,2,5,1,2,9
"      362103601  2",0,0,0,49,16,2,9,0,9,1,0,9
"      362103601  7",NA,NA,NA,13,16,2,9,1,9,1,0,9
"      362103701  2",0,0,0,40,16,2,9,1,9,1,0,9
"      362103701  5",NA,NA,NA,12,16,2,9,1,9,1,3,9
"      362103901  2",0,0,1,22,16,2,9,1,5,1,2,9
"      362106001  2",0,0,0,31,16,2,9,2,6,1,2,9
"      362106101  2",0,0,0,43,16,2,10,0,2,1,0,9
"      362106301  2",1,0,1,38,16,2,9,0,5,1,0,9
"      362106401  2",NA,NA,NA,46,16,2,9,0,12,1,0,9
"      362106401  3",NA,NA,NA,18,16,2,9,2,12,1,0,9
"      362106401  7",NA,NA,NA,26,16,2,9,2,12,1,2,9
"      362106401 11",NA,NA,NA,20,16,2,9,2,12,1,2,9
"      362208401  2",1,0,0,46,16,2,10,1,6,1,2,10
"      362208501  2",0,0,0,21,16,2,10,3,4,1,2,10
"      362208601  2",NA,NA,NA,40,16,2,10,1,9,1,2,10
"      362208601  7",NA,NA,NA,17,16,2,10,2,9,1,2,10
"      362212401  2",0,0,0,35,16,2,10,2,5,1,2,10
"      362212601  2",0,0,0,40,16,2,10,2,3,1,2,10
"      362212701  2",0,0,0,41,16,2,10,2,3,1,2,10
"      362212801  2",0,0,0,38,16,2,10,2,3,1,2,10
"      362303701  6",NA,NA,NA,12,16,2,10,2,8,1,2,10
"      362303801  2",0,0,0,43,16,2,10,1,5,1,0,10
"      362304001  2",1,1,0,29,16,2,10,3,8,1,2,10
"      362308901  2",0,0,0,26,16,2,10,3,6,1,2,10
"      362317501  8",NA,NA,NA,12,16,2,10,2,9,1,2,10
"      362317601  2",0,0,0,30,16,2,10,3,5,1,2,10
"      362317701  2",0,0,0,30,16,2,10,3,7,1,2,10
