"CASEID","D104","D108","D111","V012","V024","V025","V131","V149","V136","V190","V155","S119"
"      275207401  1",0,0,0,21,17,1,10,4,3,2,2,10
"      275207501  2",1,1,0,20,17,1,10,3,3,2,2,10
"      275400301  2",0,0,0,30,17,1,10,4,5,1,2,10
"      275400301  5",NA,NA,NA,12,17,1,10,2,5,1,2,10
"      275401001  1",NA,NA,NA,28,17,1,10,5,4,2,2,10
"      275401001  3",NA,NA,NA,14,17,1,10,2,4,2,2,10
"      275401001  4",NA,NA,NA,15,17,1,10,3,4,2,2,10
"      275401601  2",0,0,0,39,17,1,10,4,6,2,2,10
"      275401901  2",0,0,0,29,17,1,10,4,5,2,2,10
"      275401901  5",NA,NA,NA,12,17,1,10,1,5,2,2,10
"      275402401  1",0,0,1,29,17,1,10,3,4,2,2,10
"      275402401  2",NA,NA,NA,14,17,1,10,3,4,2,2,1
"      275405501  2",0,0,0,36,17,1,10,5,4,3,2,10
"      275405601  1",1,0,0,44,17,1,10,3,2,2,2,10
"      275407001  2",1,1,1,28,17,1,10,3,4,2,2,1
"      275407401  2",0,0,0,30,17,1,10,4,4,2,2,10
"      275700401  2",NA,NA,NA,NA,17,1,NA,NA,NA,2,NA,NA
"      275703401  1",0,0,0,30,17,1,10,3,3,2,2,10
"      275704201  1",0,0,0,28,17,1,10,5,3,2,2,10
"      275704401  2",0,0,0,27,17,1,10,4,4,2,2,1
"      275705501  1",1,1,1,26,17,1,10,3,4,2,2,10
"      275707401  1",NA,NA,NA,NA,17,1,NA,NA,NA,2,NA,NA
"      275708601  2",NA,NA,NA,36,17,1,10,3,12,2,2,10
"      275708601  3",NA,NA,NA,13,17,1,10,2,12,2,2,10
"      275708601 12",0,0,0,19,17,1,10,4,12,2,2,10
"      275708801  2",NA,NA,NA,39,17,1,10,1,4,1,2,1
"      275708801  3",1,0,0,19,17,1,10,5,4,1,2,10
"      275900201  1",0,0,0,28,17,1,10,3,5,4,2,10
"      275900401  1",1,0,0,44,17,1,10,1,3,3,2,1
"      275901701  2",0,0,0,27,17,1,10,4,3,2,2,10
"      275902801  1",0,0,0,33,17,1,10,4,3,2,2,2
"      275902801  2",NA,NA,NA,13,17,1,10,2,3,2,2,10
"      275904501  1",1,0,0,21,17,1,10,4,4,2,2,10
"      275904601  1",1,0,0,42,17,1,10,3,4,3,2,1
"      275905901  1",1,0,1,39,17,1,10,2,3,3,2,1
"      275906701  1",1,0,0,37,17,1,10,5,3,3,2,10
"      276102401  2",0,0,0,26,17,1,10,5,3,3,2,10
"      276102601  2",0,0,0,32,17,1,10,5,5,3,2,10
"      276103201  1",1,0,1,39,17,1,10,4,2,2,2,10
"      276103801  1",0,0,0,37,17,1,10,4,5,3,2,10
"      276103801  4",NA,NA,NA,12,17,1,10,1,5,3,2,10
"      276105501  2",0,0,0,25,17,1,10,5,4,2,2,10
"      276107301  2",0,0,0,28,17,1,11,4,4,3,2,11
"      276108901  2",0,0,0,32,17,1,10,5,2,3,2,10
"      276302501  2",0,0,0,29,17,1,10,5,5,3,2,10
"      276302501  3",NA,NA,NA,13,17,1,10,2,5,3,2,10
"      276305701  2",1,0,1,23,17,1,10,4,4,2,2,10
"      276308801  2",NA,NA,NA,46,17,1,10,2,6,2,2,9
"      276308801  4",0,0,0,25,17,1,10,5,6,2,2,9
"      276310501  2",0,0,1,48,17,1,10,1,4,1,1,1
"      276311801  1",0,0,0,25,17,1,10,3,5,1,2,10
"      276400301  1",1,1,1,38,17,1,10,4,5,2,2,10
"      276400801  4",0,0,0,28,17,1,10,4,7,3,2,10
"      276402601  2",0,0,0,29,17,1,10,4,4,2,2,1
"      276402801  2",0,0,0,26,17,1,10,4,3,1,2,10
"      276402901  2",1,1,1,37,17,1,10,4,4,2,2,10
"      276403001  2",0,1,0,38,17,1,10,0,5,1,0,1
"      276406901  2",0,0,0,29,17,1,10,4,3,2,2,10
"      276407501  1",0,0,0,36,17,1,10,2,4,2,2,10
"      276407501  3",NA,NA,NA,16,17,1,10,3,4,2,2,10
"      276700101  3",0,0,0,26,17,1,10,5,6,2,2,10
"      276700301  2",0,0,0,34,17,1,10,3,8,1,2,1
"      276700301  4",NA,NA,NA,14,17,1,10,3,8,1,2,10
"      276700801  1",0,0,0,34,17,1,10,4,4,1,2,10
"      276702001  2",NA,NA,NA,16,17,1,10,3,4,2,2,10
"      276702001  3",NA,NA,NA,13,17,1,10,2,4,2,2,10
"      276702801  2",0,0,0,43,17,1,10,5,4,3,2,1
"      276704701  3",NA,NA,NA,17,17,1,10,3,3,4,2,10
"      276706701  2",0,0,0,30,17,1,10,5,7,2,2,10
"      276706701  5",NA,NA,NA,14,17,1,10,2,7,2,2,10
"      276707401  2",0,0,0,33,17,1,10,4,6,2,2,1
"      276707401  3",NA,NA,NA,12,17,1,10,1,6,2,2,10
"      276709301  2",0,0,0,21,17,1,11,4,3,1,2,11
"      276801101  2",0,0,0,36,17,1,10,3,5,2,2,10
"      276801101  3",NA,NA,NA,18,17,1,10,4,5,2,2,10
"      276802801  2",0,0,0,35,17,1,10,3,5,2,2,10
"      276803501  3",0,0,0,28,17,1,10,4,3,2,2,10
"      276804501  2",1,0,0,25,17,1,10,5,3,3,2,10
"      276805401  2",0,0,0,47,17,1,10,4,4,3,2,10
"      276805801  1",NA,NA,NA,30,17,1,10,5,4,3,2,10
"      276805801  2",NA,NA,NA,15,17,1,10,3,4,3,2,10
"      276806601  1",1,0,0,30,17,1,10,4,6,1,2,10
"      276806601  3",NA,NA,NA,12,17,1,10,2,6,1,2,10
"      276807801  2",0,0,0,21,17,1,10,4,3,2,2,10
"      276903201  1",0,0,0,27,17,2,10,2,3,1,2,10
"      276903201  3",NA,NA,NA,12,17,2,10,1,3,1,2,10
"      276903301  2",1,0,0,26,17,2,10,4,4,1,2,10
"      276903401  2",NA,NA,NA,45,17,2,10,2,3,1,2,10
"      276903401  3",NA,NA,NA,15,17,2,10,3,3,1,2,10
"      276903501  1",1,0,0,38,17,2,10,3,6,2,2,10
"      276903501  3",NA,NA,NA,19,17,2,10,4,6,2,2,10
"      276903601  1",NA,NA,NA,35,17,2,10,3,5,1,2,10
"      276903601  3",NA,NA,NA,16,17,2,10,3,5,1,2,10
"      276903901  6",NA,NA,NA,19,17,2,10,4,6,1,2,10
"      276904801  1",0,0,0,26,17,2,10,1,5,1,0,10
"      276904901  3",NA,NA,NA,17,17,2,10,3,5,1,2,10
"      276905401  2",0,0,0,30,17,2,10,4,5,1,2,10
"      276907901  1",0,0,0,32,17,2,10,1,6,1,2,10
"      276908001  2",0,0,1,35,17,2,10,2,7,1,1,10
"      276908101  1",1,0,0,37,17,2,10,4,3,2,2,10
"      276908301  2",0,0,0,32,17,2,10,3,7,2,2,10
"      276908301  3",NA,NA,NA,13,17,2,10,2,7,2,2,10
"      277004801  2",1,0,0,33,17,2,10,4,5,1,2,10
"      277005201  2",1,0,0,30,17,2,10,4,5,3,2,1
"      277005401  2",0,0,1,29,17,2,10,3,4,2,2,10
"      277005601  3",NA,NA,NA,27,17,2,10,5,4,2,2,10
"      277013101  2",0,0,1,32,17,2,10,4,4,2,2,10
"      277013201  1",NA,NA,NA,40,17,2,10,2,4,2,2,10
"      277013201  3",NA,NA,NA,17,17,2,10,4,4,2,2,10
"      277013301  1",1,0,0,32,17,2,10,1,4,2,2,1
"      277013501  2",0,0,0,37,17,2,1,1,5,1,2,1
"      277014001  2",0,0,0,30,17,2,10,3,4,2,2,10
"      277100501  2",0,0,0,30,17,2,10,3,5,1,2,1
"      277101101  2",0,0,0,49,17,2,10,4,2,1,2,10
"      277101201  2",NA,NA,NA,34,17,2,10,4,5,1,2,1
"      277101201  4",NA,NA,NA,17,17,2,10,4,5,1,2,10
"      277101301  5",0,0,0,28,17,2,10,3,10,1,2,10
"      277101401  2",0,0,0,15,17,2,10,3,3,1,2,10
"      277101501  2",0,0,0,16,17,2,10,1,4,1,2,10
"      277101901  2",0,0,0,49,17,2,10,3,3,2,2,10
"      277101901  3",NA,NA,NA,28,17,2,10,5,3,2,2,10
"      277102001  2",0,0,0,31,17,2,10,4,4,1,2,10
"      277102001  3",NA,NA,NA,12,17,2,10,1,4,1,2,10
"      277102201  1",0,0,0,36,17,2,10,4,3,1,2,10
"      277102501  5",0,0,0,32,17,2,10,3,7,1,2,10
"      277200601  2",NA,NA,NA,21,17,2,10,3,5,2,2,10
"      277200601  4",0,0,0,24,17,2,10,5,5,2,2,10
"      277200701  2",0,1,0,47,17,2,10,5,5,1,2,10
"      277200701  3",NA,NA,NA,16,17,2,10,3,5,1,2,10
"      277200701  4",NA,NA,NA,12,17,2,10,2,5,1,2,10
"      277200801  2",0,0,0,31,17,2,10,4,4,2,2,10
"      277201001  1",1,0,0,31,17,2,10,4,6,2,2,1
"      277202801  2",NA,NA,NA,39,17,2,1,3,6,2,2,1
"      277202801  3",NA,NA,NA,16,17,2,10,3,6,2,2,1
"      277202801  4",NA,NA,NA,14,17,2,10,3,6,2,2,10
"      277202901  2",0,0,0,41,17,2,10,4,4,1,2,1
"      277203101  2",0,0,0,37,17,2,10,2,3,1,1,1
"      277203401  1",1,1,1,37,17,2,10,2,3,1,2,1
"      277203401  2",NA,NA,NA,12,17,2,10,1,3,1,2,1
"      277203501  2",0,0,0,48,17,2,10,1,7,1,1,1
"      277203501  5",NA,NA,NA,15,17,2,10,3,7,1,2,10
"      277203601  2",0,0,0,34,17,2,10,3,6,1,2,1
"      277203701  2",0,0,0,30,17,2,10,3,5,1,2,1
"      277203701  3",NA,NA,NA,12,17,2,10,1,5,1,1,1
"      277203801  1",0,0,0,29,17,2,10,2,3,2,2,1
"      277204401  2",0,0,0,28,17,2,10,5,5,2,2,10
"      277204701  1",0,0,0,19,17,2,10,4,2,1,2,10
"      277500401  1",1,0,1,25,17,2,10,5,2,3,2,10
"      277501101  2",0,0,0,45,17,2,10,5,2,4,2,10
"      277502101  2",0,0,0,28,17,2,1,4,4,2,2,1
"      277502201  2",NA,NA,NA,37,17,2,10,3,5,1,2,10
"      277502201  3",NA,NA,NA,17,17,2,10,3,5,1,2,10
"      277502201  4",NA,NA,NA,13,17,2,10,3,5,1,2,10
"      277503501  1",0,0,0,28,17,2,10,5,3,2,2,10
"      277505101  2",0,0,0,23,17,2,10,5,3,2,2,10
"      277505701  2",0,0,0,32,17,2,10,4,4,2,2,2
"      277506101  2",0,0,0,42,17,2,10,2,3,1,1,1
"      277506401  1",0,0,1,19,17,2,10,5,1,1,2,10
"      277507501  2",0,0,0,22,17,2,10,3,4,1,2,1
"      277507501  4",NA,NA,NA,14,17,2,10,2,4,1,2,1
"      277507801  2",NA,NA,NA,35,17,2,10,4,4,2,2,2
"      277507801  3",NA,NA,NA,16,17,2,10,3,4,2,2,10
"      277507801  4",NA,NA,NA,14,17,2,10,3,4,2,2,10
"      277703301  2",0,0,0,35,17,2,10,4,4,2,2,1
"      277703301  3",NA,NA,NA,14,17,2,10,3,4,2,2,10
"      277703401  2",NA,NA,NA,14,17,2,10,3,2,1,2,10
"      277703501  2",0,0,0,29,17,2,10,4,4,2,2,1
"      277703601  2",0,0,0,26,17,2,10,4,3,2,2,1
"      277704701  3",NA,NA,NA,30,17,2,10,5,3,2,2,10
"      277704901  2",0,0,0,23,17,2,10,4,3,1,2,1
"      277705001  2",1,0,1,32,17,2,10,1,5,1,2,1
"      277705001  5",NA,NA,NA,12,17,2,10,2,5,1,2,1
"      277705101  2",0,0,0,33,17,2,10,4,6,2,2,10
"      277705101  5",NA,NA,NA,19,17,2,10,4,6,2,2,10
"      277710601  1",1,1,1,33,17,2,10,1,3,1,2,1
"      277710701  2",0,0,0,20,17,2,10,3,4,1,2,1
"      277710801  2",NA,NA,NA,36,17,2,10,3,5,1,2,1
"      277710801  4",NA,NA,NA,16,17,2,10,3,5,1,2,10
"      277710901  3",NA,NA,NA,20,17,2,10,4,4,1,2,1
"      277711001  1",0,0,0,28,17,2,10,2,2,1,2,1
"      277900201  2",0,0,0,34,17,2,10,1,5,1,0,1
"      277900201  5",NA,NA,NA,13,17,2,10,2,5,1,2,10
"      277902401  2",1,0,1,37,17,2,10,1,5,1,2,1
"      277902401  3",NA,NA,NA,13,17,2,10,3,5,1,2,10
"      277902501  1",1,0,1,47,17,2,1,1,1,1,0,1
"      277902502  2",0,0,0,24,17,2,10,4,3,1,2,1
"      277903401  2",1,1,1,39,17,2,10,1,5,1,2,1
"      277903401  3",NA,NA,NA,12,17,2,10,2,5,1,2,10
"      277903601  2",1,0,0,30,17,2,10,1,6,1,1,1
"      277903901  1",1,1,1,34,17,2,10,2,3,1,2,1
"      277904001  2",0,0,0,33,17,2,10,3,5,1,2,1
"      277904101  2",1,1,1,35,17,2,10,0,5,1,0,1
"      277904101  3",NA,NA,NA,15,17,2,1,3,5,1,2,10
"      277904101  4",NA,NA,NA,12,17,2,10,1,5,1,1,10
"      278100201  2",0,0,0,44,17,2,10,4,9,2,2,10
"      278100201  3",NA,NA,NA,19,17,2,10,4,9,2,2,10
"      278100201  6",NA,NA,NA,20,17,2,10,3,9,2,2,10
"      278100201  7",NA,NA,NA,13,17,2,10,1,9,2,0,10
"      278100601  2",0,0,0,41,17,2,10,3,3,2,2,1
"      278102101  2",1,1,1,35,17,2,10,5,8,2,2,10
"      278102101  8",NA,NA,NA,17,17,2,10,3,8,2,2,10
"      278102301  2",0,0,0,49,17,2,10,4,4,2,2,10
"      278103201  1",0,0,0,24,17,2,10,4,4,3,2,10
"      278104001  2",0,0,0,26,17,2,10,4,4,1,2,10
"      278104201  2",0,0,0,28,17,2,10,5,3,2,2,10
"      278105701  1",0,0,0,38,17,2,10,5,4,2,2,10
"      278105701  3",NA,NA,NA,13,17,2,10,2,4,2,2,10
"      278106601  2",1,0,1,24,17,2,10,5,4,2,2,1
"      278106801  2",0,0,0,31,17,2,10,5,4,2,2,10
"      278107201  3",NA,NA,NA,38,17,2,10,4,7,2,2,10
"      278107201  5",NA,NA,NA,15,17,2,10,3,7,2,2,10
"      278107201  6",NA,NA,NA,16,17,2,10,3,7,2,2,10
"      278107701  2",1,0,0,49,17,2,10,3,10,1,2,10
"      278200901  1",0,0,0,32,18,1,10,5,5,4,2,10
"      278200901  4",NA,NA,NA,29,18,1,10,5,5,4,2,10
"      278201201  1",1,0,1,31,18,1,10,4,2,3,2,10
"      278204901  2",0,0,0,44,18,1,10,5,6,5,2,10
"      278206401  1",0,0,0,34,18,1,10,5,4,4,2,10
"      278206501  1",1,0,1,30,18,1,10,5,5,5,2,10
"      278208201  3",1,0,1,29,18,1,10,5,4,2,2,10
"      278208501  1",0,0,0,39,18,1,10,5,4,4,2,10
"      278208501  3",NA,NA,NA,12,18,1,10,2,4,4,2,10
"      278211601  3",1,0,0,27,18,1,10,5,4,5,2,10
"      278213401  3",1,0,0,31,18,1,10,5,5,4,2,10
"      278501601  2",NA,NA,NA,44,18,1,10,3,3,2,2,10
"      278501601  3",NA,NA,NA,17,18,1,10,3,3,2,2,10
"      278502001  2",1,0,1,37,18,1,10,1,4,2,1,2
"      278502601  1",0,1,1,31,18,1,10,5,3,3,2,10
"      278503601  1",NA,NA,NA,26,18,1,10,5,3,1,2,10
"      278503601  3",NA,NA,NA,17,18,1,10,4,3,1,2,10
"      278505501  1",0,0,0,41,18,1,10,3,7,3,2,10
"      278505501  5",NA,NA,NA,21,18,1,10,4,7,3,2,10
"      278506101  1",1,1,1,31,18,1,10,5,3,4,2,10
"      278506301  2",0,0,0,41,18,1,10,2,8,4,2,10
"      278506301  4",NA,NA,NA,17,18,1,10,4,8,4,2,10
"      278507901  5",0,0,0,28,18,1,10,4,7,4,2,10
"      278508001  2",NA,NA,NA,22,18,1,10,4,3,3,2,10
"      278508401  2",0,0,0,26,18,1,10,5,3,2,2,10
"      278600501  2",0,0,1,43,18,1,10,4,3,2,2,10
"      278601501  1",0,0,0,39,18,1,10,3,2,3,2,10
"      278601701  2",0,0,0,33,18,1,10,5,6,2,2,10
"      278601701  5",NA,NA,NA,29,18,1,10,4,6,2,2,10
"      278603301  2",0,0,0,36,18,1,10,5,4,4,2,10
"      278603801  2",0,0,0,35,18,1,10,4,4,2,2,10
"      278605401  2",1,0,1,26,18,1,10,5,3,4,2,10
"      278608701  2",0,0,0,44,18,1,10,5,4,4,2,10
"      278609101  1",1,0,1,47,18,1,10,3,4,3,2,10
"      278609201  2",0,0,0,37,18,1,10,5,4,2,2,10
"      278609801  2",NA,NA,NA,12,18,1,10,2,3,3,2,10
"      279002501  1",1,0,0,33,18,1,10,4,3,4,2,2
"      279002501  2",NA,NA,NA,12,18,1,10,1,3,4,2,10
"      279003401  2",0,0,0,34,18,1,10,4,6,4,2,10
"      279003801  2",NA,NA,NA,NA,18,1,NA,NA,NA,5,NA,NA
"      279003801  4",0,0,0,17,18,1,10,4,6,5,2,10
"      279004201  2",1,1,1,38,18,1,10,4,6,5,2,1
"      279004201  3",NA,NA,NA,13,18,1,10,2,6,5,2,10
"      279007401  2",0,0,0,31,18,1,10,5,5,4,2,10
"      279008101  1",0,0,0,47,18,1,10,4,2,4,2,10
"      279102401  5",0,0,1,34,18,1,10,4,7,2,2,10
"      279104801  1",NA,NA,NA,32,18,1,10,5,2,4,2,10
"      279105301  2",0,0,0,34,18,1,10,4,5,4,2,1
"      279105301  3",NA,NA,NA,12,18,1,10,2,5,4,2,10
"      279107601  1",1,0,1,37,18,1,10,5,4,4,2,10
"      279107601  2",NA,NA,NA,12,18,1,10,1,4,4,2,10
"      279110401  1",1,0,1,37,18,1,10,5,5,3,2,1
"      279110601  1",0,0,0,31,18,1,10,5,3,2,2,1
"      279202501  1",0,0,0,39,18,1,10,5,5,5,2,10
"      279202501  3",NA,NA,NA,12,18,1,10,2,5,5,2,10
"      279202601  2",1,0,0,40,18,1,10,5,5,4,2,10
"      279202601  3",NA,NA,NA,13,18,1,10,3,5,4,2,10
"      279204301  1",0,0,0,27,18,1,10,4,4,4,2,10
"      279205701  2",NA,NA,NA,NA,18,1,NA,NA,NA,3,NA,NA
"      279205701  4",NA,NA,NA,12,18,1,10,1,5,3,2,10
"      279206201  2",NA,NA,NA,NA,18,1,NA,NA,NA,4,NA,NA
"      279207301  2",NA,NA,NA,NA,18,1,NA,NA,NA,3,NA,NA
"      279207801  1",0,0,0,43,18,1,10,5,4,3,2,2
"      279210101  3",NA,NA,NA,22,18,1,10,5,3,3,2,10
"      279210301  2",0,0,0,29,18,1,10,4,3,3,2,2
"      279300101  2",0,0,0,35,18,1,10,5,7,5,2,2
"      279300801  1",NA,NA,NA,NA,18,1,NA,NA,NA,4,NA,NA
"      279303501  2",0,0,0,28,18,1,10,5,4,4,2,10
"      279304401  2",0,0,0,34,18,1,10,5,5,4,2,10
"      279304701  2",0,0,0,31,18,1,10,5,5,3,2,10
"      279304701  5",NA,NA,NA,16,18,1,10,3,5,3,2,10
"      279305701  1",1,0,1,47,18,1,10,1,3,4,2,1
"      279307301  2",0,0,0,32,18,1,10,4,5,3,2,10
"      279307601  1",NA,NA,NA,40,18,1,10,3,3,3,2,10
"      279307601  2",NA,NA,NA,22,18,1,10,5,3,3,2,10
"      279308601  2",NA,NA,NA,38,18,1,10,1,4,2,2,1
"      279308601  3",NA,NA,NA,22,18,1,10,5,4,2,2,10
"      279401001  2",0,0,0,32,18,1,10,5,4,5,2,10
"      279403701  1",0,0,0,32,18,1,10,4,3,4,2,10
"      279405201  1",1,0,0,27,18,1,10,4,5,4,2,10
"      279405501  3",NA,NA,NA,29,18,1,10,5,9,3,2,10
"      279405501  5",NA,NA,NA,23,18,1,10,5,9,3,2,10
"      279406601  1",NA,NA,NA,35,18,1,10,5,1,5,2,10
"      279409901  2",0,0,0,39,18,1,10,5,3,4,2,10
"      279411801  2",0,0,0,31,18,1,10,5,3,4,2,10
"      279501101  1",NA,NA,NA,37,18,1,10,4,4,3,2,1
"      279501101  2",NA,NA,NA,15,18,1,10,3,4,3,2,10
"      279501101  4",NA,NA,NA,21,18,1,10,5,4,3,2,10
"      279501201  2",0,0,0,25,18,1,10,4,5,3,2,1
"      279501601  1",NA,NA,NA,46,18,1,10,5,4,5,2,10
"      279501601  2",NA,NA,NA,24,18,1,10,5,4,5,2,10
"      279501601  3",NA,NA,NA,NA,18,1,NA,NA,NA,5,NA,NA
"      279501801  1",NA,NA,NA,42,18,1,10,5,5,5,2,10
"      279501801  5",NA,NA,NA,19,18,1,10,4,5,5,2,10
"      279508801  2",0,0,0,30,18,1,10,5,6,4,2,10
"      279509801  2",1,0,1,31,18,1,10,5,4,4,2,10
"      279600101  2",0,0,0,22,18,1,10,4,5,4,2,10
"      279601201  3",0,0,0,25,18,1,10,5,5,5,2,10
"      279601701  3",NA,NA,NA,15,18,1,10,3,7,5,2,10
"      279601701  4",NA,NA,NA,31,18,1,10,5,7,5,2,10
"      279602301  3",0,0,0,24,18,1,10,5,4,4,2,10
"      279603401  2",1,0,1,29,18,1,10,5,4,4,2,10
"      279605601  2",0,0,0,27,18,1,10,4,4,2,2,1
"      279606101  3",NA,NA,NA,35,18,1,10,5,3,5,2,10
"      279606601  2",NA,NA,NA,NA,18,1,NA,NA,NA,3,NA,NA
"      279606601  3",NA,NA,NA,NA,18,1,NA,NA,NA,3,NA,NA
"      279606601  5",NA,NA,NA,NA,18,1,NA,NA,NA,3,NA,NA
"      279608101  3",NA,NA,NA,NA,18,1,NA,NA,NA,5,NA,NA
"      279608101  5",NA,NA,NA,NA,18,1,NA,NA,NA,5,NA,NA
"      279800901  2",1,0,0,29,18,1,10,5,5,5,2,10
"      279801301  2",1,0,0,33,18,1,10,5,4,3,2,2
"      279803401  1",0,0,0,39,18,1,10,4,2,3,2,10
"      279803901  1",0,0,0,32,18,1,10,5,2,3,2,10
"      279804101  5",0,0,0,32,18,1,10,5,6,3,2,2
"      279805201  1",1,0,0,39,18,1,10,4,4,2,2,2
"      279805801  2",0,0,0,36,18,1,10,4,5,2,2,2
"      279807401  2",1,0,1,25,18,1,10,4,3,4,2,10
"      279809201  2",0,0,0,30,18,1,10,5,3,4,2,10
"      280000401  2",1,1,1,23,18,1,10,4,4,2,2,10
"      280002601  2",0,0,0,33,18,1,10,4,4,3,2,1
"      280003101  2",0,0,0,33,18,1,10,5,5,3,2,10
"      280003101  4",NA,NA,NA,12,18,1,10,2,5,3,2,10
"      280003901  2",0,0,0,22,18,1,10,4,4,2,2,10
"      280006301  2",0,0,0,26,18,1,10,0,4,3,1,2
"      280006901  1",1,0,1,33,18,1,10,4,4,2,2,1
"      280007601  4",1,0,0,34,18,1,2,4,7,2,2,2
"      280008701  2",1,0,1,20,18,1,10,2,3,2,2,10
"      280008801  1",0,0,0,31,18,1,10,4,5,2,2,2
"      280100301  2",0,0,0,29,18,1,10,4,4,3,2,10
"      280103101  1",0,0,0,33,18,1,10,4,4,4,2,2
"      280103101  2",NA,NA,NA,14,18,1,10,3,4,4,2,10
"      280103301  3",NA,NA,NA,20,18,1,10,4,4,3,2,10
"      280104701  1",0,0,0,40,18,1,10,4,3,2,2,10
"      280106301  4",NA,NA,NA,21,18,1,2,4,5,2,2,2
"      280107401  2",0,0,0,30,18,1,10,5,4,3,2,10
"      280107801  2",0,0,0,23,18,1,10,5,3,2,2,10
"      280107901  1",1,0,0,41,18,1,10,5,4,2,2,1
"      280300301  2",1,0,1,36,18,1,10,3,6,2,2,2
"      280300901  1",0,0,0,35,18,1,10,5,4,4,2,10
"      280301101  2",0,0,0,31,18,1,10,4,4,2,2,2
"      280303101  1",0,0,0,28,18,1,10,4,3,2,2,10
"      280304101  2",1,0,1,33,18,1,10,5,4,2,2,2
"      280307101  1",1,1,0,41,18,1,10,5,3,2,2,1
"      280307901  1",0,0,0,36,18,1,10,5,4,3,2,10
"      280308101  1",NA,NA,NA,47,18,1,10,4,3,3,2,2
"      280308101  2",NA,NA,NA,26,18,1,10,5,3,3,2,2
"      280308101  3",NA,NA,NA,23,18,1,10,5,3,3,2,2
"      280308501  2",0,0,0,35,18,1,10,4,4,3,2,1
"      280401601  1",0,0,0,32,18,1,10,5,4,2,2,10
"      280402501  2",0,0,0,45,18,1,10,2,6,2,2,2
"      280402501  5",NA,NA,NA,16,18,1,10,3,6,2,2,10
"      280600301  2",0,0,0,37,18,1,10,5,4,5,2,10
"      280600901  1",0,0,1,47,18,1,10,3,2,3,2,1
"      280602201  1",NA,NA,NA,49,18,1,10,5,4,4,2,10
"      280602201  2",0,0,0,30,18,1,10,5,4,4,2,10
"      280603501  3",NA,NA,NA,49,18,1,10,5,5,5,2,10
"      280603501  4",NA,NA,NA,46,18,1,10,5,5,5,2,10
"      280603501  5",NA,NA,NA,NA,18,1,NA,NA,NA,5,NA,NA
"      280604301  1",0,0,0,23,18,1,10,5,2,4,2,10
"      280604701  2",0,0,0,43,18,1,10,4,6,4,2,2
"      280604701  4",NA,NA,NA,17,18,1,10,4,6,4,2,10
"      280606501  2",0,0,0,37,18,1,10,3,6,3,2,10
"      280606501  6",NA,NA,NA,NA,18,1,NA,NA,NA,3,NA,NA
"      280608001  2",NA,NA,NA,19,18,1,10,5,4,4,2,10
"      280612301  1",NA,NA,NA,40,18,1,10,4,4,4,2,2
"      280612301  3",NA,NA,NA,17,18,1,10,4,4,4,2,10
"      280700701  2",0,0,0,41,18,1,10,1,5,3,1,2
"      280702801  2",0,0,0,28,18,1,10,5,4,3,2,10
"      280703401  2",0,0,0,45,18,1,10,2,4,2,2,10
"      280705001  1",0,0,0,29,18,1,10,4,4,2,2,10
"      280705001  2",NA,NA,NA,14,18,1,10,3,4,2,2,10
"      280705301  2",0,0,0,20,18,1,10,4,3,2,2,2
"      280705401  2",0,0,0,23,18,1,10,5,3,4,2,10
"      280706701  2",0,0,0,41,18,1,10,5,5,4,2,10
"      280706701  5",NA,NA,NA,NA,18,1,NA,NA,NA,4,NA,NA
"      281000501  2",NA,NA,NA,NA,18,1,NA,NA,NA,3,NA,NA
"      281002301  2",0,0,0,21,18,1,10,4,3,3,2,10
"      281003401  2",1,0,1,33,18,1,10,4,5,2,2,10
"      281004501  2",0,0,0,46,18,1,10,4,3,3,2,10
"      281004701  2",0,0,0,28,18,1,10,5,4,4,2,10
"      281005301  2",0,0,0,36,18,1,10,4,5,2,2,10
"      281005401  1",NA,NA,NA,36,18,1,10,4,5,3,2,10
"      281006901  2",NA,NA,NA,45,18,1,10,4,5,3,2,10
"      281006901  3",NA,NA,NA,15,18,1,10,3,5,3,2,10
"      281006901  4",NA,NA,NA,24,18,1,10,5,5,3,2,10
"      281102901  2",NA,NA,NA,NA,18,1,NA,NA,NA,3,NA,NA
"      281102901  5",NA,NA,NA,18,18,1,10,4,5,3,2,10
"      281104601  2",0,0,0,27,18,1,10,3,6,3,2,10
"      281105601  2",NA,NA,NA,36,18,1,10,5,6,2,2,10
"      281105601  5",NA,NA,NA,16,18,1,10,3,6,2,2,10
"      281107501  2",0,0,0,22,18,1,10,4,3,2,2,10
"      281108001  1",0,0,0,22,18,1,10,5,2,3,2,10
"      281109101  1",1,1,1,41,18,1,10,5,5,2,2,10
"      281200701  1",0,0,0,42,18,1,10,5,2,5,2,10
"      281201201  2",NA,NA,NA,NA,18,1,NA,NA,NA,5,NA,NA
"      281207701  1",0,0,0,28,18,1,10,5,3,5,2,10
"      281208101  2",1,0,0,33,18,1,10,5,3,5,2,10
"      281300501  1",1,0,0,42,18,1,10,5,3,5,2,10
"      281304101  2",0,0,0,35,18,1,10,5,6,5,2,10
"      281305101  2",0,0,0,34,18,1,10,4,6,4,2,10
"      281305101  5",NA,NA,NA,15,18,1,10,3,6,4,2,10
"      281305101  6",NA,NA,NA,13,18,1,10,3,6,4,2,10
"      281305401  2",0,0,0,24,18,1,10,5,4,4,2,10
"      281309001  2",NA,NA,NA,44,18,1,10,5,5,5,2,10
